ACNO|BARCODE|CALLNO1|CALLNO2|CALLNO3|TITLE|STATUS|PUBER|AUTHOR_NAME|GMD|PM|BOOK_LAN|SUBJECT
C20839| | 558| | 1761| 東印度公司與亞洲的海洋 : 跨國公司如何創造二百年歐亞整體史| A| 八旗文化| 羽田正| B| am| chi| History
C21239| | 558| | 8050| 致命中國 | W| 博大| 彼得.那法若| B| am| chi| Liberal  Studies
C18232| | 558.013| | 1086| 沒有中國製造的一年| A| 早安財經文化| Sara Bongiorni| B| am| chi| Liberal  Studies
C18282| | 558.15| | 5744| 自由貿易行不行 ? : 經濟學家不告訴你的秘密| A| 三民| Iam Fletcher| B| am| chi| Liberal  Studies
C19600| | 558.92| | 2701| 正解 ! 中國經濟數據 | A| 早安財經文化| Matthew Crabbe| B| am| chi| Economics
C19061| | 560| | 1611| 理財與你| A| 香港經濟日報| 校園經濟編輯部| B| am| chi| BAFS
C17360| | 560| | 4040| 理財有辦法| A| 匯智| 悟心| B| am| chi| Principles of Accounts ( BAFS )
ED00045| | 560| | SLE| Digging Up Dinosaurs| A| Smithsonian | Curtis Slepian| E| am| eng| 
C17192| | 560.18| | 5049| 歐元世紀| A| 時報| Alison S. Watson| B| am| chi| History
C18567| | 561| | 4499| 圖解貨幣學| A| 易博士文化| 林祖儀| B| am| chi| BAFS
C20928| | 561| | 7533| 當中國和世界相遇| A| 牛津| | B| am| chi| Economics
C19067| | 561.17| | 4040| 征服通脹 - 增值財富32 個運算常識| A| 經濟日報| 李兆波| B| am| chi| BAFS
DVD0157| | 561.3| | | 人民幣升值的背後| A| 九州音像| | D| gm| chi| Arts
DVD0145| | 561.3| | | 貨幣戰爭百年史   下| A| | | D| gm| eng| Economics
DVD0144| | 561.3| | | 貨幣戰爭百年史   上| A| | | D| gm| eng| Economics
C09638| | 561.3338| | 8742| 圖片香港貨幣| W| 三聯| 鄭寶鴻| B| am| chi| Others
C17361| | 561.52| | 1249| 人民幣戰爭| A| 海鴿| 孫健, 宋美麗| B| am| chi| Principles of Accounts ( BAFS )
C18870| | 561.7| | 3611| 圖解金融| A| 城邦| 溫美珍| B| am| chi| BAFS
C22125| | 561.74| | 5685| 圖解歐元 = Euro| A| 商業周刊出版 | 吳美慧| B| am| chi| 
C16225| | 561.78| | 2001| 金融海嘯| A| 梅霖文化| George Cooper| B| am| chi| Economics
C19452| | 561.92| | 7529| 沒有中國模式這回事| A| 八旗文化| 陳志武| B| am| chi| Liberal  Studies
C20450| | 561.9391| | 3112| 香港金融史 1841 - 2017| A| 三聯| 馮邦彥| B| am| chi| Economics
C17562| | 562.0338| | 1010| 香港‧上海‧匯豐故事| A| 商務| 王彤世| B| am| chi| Liberal  Studies
C13990| | 562.86| | 5560| 典當史| A| 華成圖書| 曲彥斌| B| am| chi| Others
C18385| | 563| | 1123| 工作第一年就能存到錢的理財方法 - 完全搞懂存款、省錢、投資的秘訣| A| 春光| 張真卿| B| am| chi| Economics
C18384| | 563| | 2709| 克拉森財富課堂 - 贏得富足人生的10 堂課| A| 貴州教育| G. S. Clason| B| am| chi| Economics
TRC0201| | 563| | 2740| 富爸爸窮爸爸| A| 高寶國際| Robert T. KIyosaki, Sharon L. Lechter| O| am| chi| Economics
C18386| | 563| | 6091| 投資理財一定要知道的30 件事| A| 漢湘文化| 羅建發| B| am| chi| Economics
TRC0305| | 563| | 8220| 創富有期| A| | | O| am| chi| Others
C22061| | 563| | 9044| 年報解密| A| | 小薯| B| am| chi| 
C18272| | 563.5| | 8742| 給理財客的 7 堂理財課| A| 漢湘文化| 鄭絜心| B| am| chi| BAFS
C18196| | 563.54| | 4499| 138股市導讀| A| 匯智| 林瑞芬| B| am| chi| BAFS
09669| | 567.9| | ARD| Dinosaurs| A| Scholastic| Philip Ardagh| B| am| eng| Biology
08096| | 567.9| | MAD| Dinosaurs| A| Kingfisher| Wendy Madgwick| B| am| eng| Biology
C20605| | 570| | 0831| 回歸人心：極權臨近的香港文化經濟學| A| 牛津| 許寶強| B| am| chi| Liberal  Studies
C19680| | 570| | 0864| 亞洲政治運動場| A| 圓桌精英| 沈旭暉| B| am| chi| Liberal  Studies
C21248| | 570| | 1054| 世界大局．地圖全解讀| A| 野人| 亞歷克西斯．鮑茲曼| B| am| chi| Liberal  Studies
C20588| | 570| | 1193| 不能迴避的現實──回顧任局長五年的運輸政策| A| 中華書局| 張炳良| B| am| chi| Liberal  Studies
C20589| | 570| | 1193| 不能迴避的現實——回顧任局長五年的房屋政策| A| 中華書局| 張炳良| B| am| chi| Liberal  Studies
C20691| | 570| | 3007| 我所嚮往的生活| W| 商周| 梭羅‧亨利| B| am| chi| Liberal  Studies
C19094| | 570| | 3411| 平行時空 I - 立足本土的國際視野| A| 天窗| 沈旭暉| B| am| chi| Liberal  Studies
C19678| | 570| | 3411| 平行時空 2| A| 信報| 沈旭暉| B| am| chi| Liberal  Studies
C20951| | 570| | 4425| 當「崛起中國」遇上「太陽傘」－－透視廿一世紀兩岸三地新關係| A| 明報出版社| 林泉忠| B| am| chi| Liberal  Studies
C20720| | 570| | 7232| 留下來.走出去| A| 天地| 葉劉淑儀| B| am| chi| Liberal  Studies
C21241| | 570| | 7454| 大辯論| A| 時報| 李文| B| am| chi| Liberal  Studies
C19007| | 570| | 7722| 政治的道德：從自由主義的觀點看| A| 香港中文大學| 周保松| B| am| chi| Liberal  Studies
C20991| | 570| | 7724| 政治的道德 : 從自由主義的觀點看| A| 中文大學| 周保松| B| am| chi| Liberal  Studies
C21913| | 570| | 7724| 政治的道德| A| | 周保松| B| am| chi| 
C21717| | 570| | 8477| 政治哲學| A| 牛津大學| 戴維.米勒| B| am| chi| Liberal  Studies
C20635| | 570| | 8745| 非凡的運動員，另類的香港人| A| 熱血時報| 鄭松泰、靳民知| B| am| chi| Liberal  Studies
C21113| | 570| | 9843| 暴政：掌控關鍵年代的獨裁風潮，洞悉時代之惡的20堂課| A| 聯經| 提摩希‧史奈德| B| am| chi| Liberal  Studies
07864| | 570| | AUD| Biology : Life on Earth| A| | Teresa Audesirk ,  Gerald Audesirk| B| am| eng| Biology
11442| | 570| | BRO| Life| A| | John Brockman| B| am| eng| 
06385| | 570| | CHO| Revision Ex. for Cert. Biology   Book  2| A| Luton|  K. L. Chow, S. W. Ng| B| am| eng| Biology
06390| | 570| | CHO| Revision Ex. for Cert. Biology   Book   1| A| Luton| S. W. Ng, K. L. Chow| B| am| eng| Biology
11370| | 570| | CON| DNA | A| | Wendy Conklin| B| am| eng| Biology
11364| | 570| | DAN| Shells| A| Dorling Kindersley| S. Peter Dance | B| am| eng| Biology
EE00017| | 570| | DAV| Helping People See| A| Smithsonian | Monika Davies| E| am| eng| 
10569| | 570| | HAR| What Is the Threat of Invasive Species ?| A| Raintree| Eve Hartman, Wendy Meshbesher| B| am| eng| I. S.
11369| | 570| | PAR| Cells | A| | | B| am| eng| BAFS
06380| | 570| | TO| Complete M. C. Biology| A| Greenwood| Y. K. To| B| am| eng| Biology
07867| | 570| | TSE| New Certificate Biology Structured Questions        1| A| | Andy Tse ,  K. K. Ng| B| am| eng| Biology
07865| | 570| | TSE| New Certificate Biology Multiple Choice Questions      1| A| | Andy Tse ,  K. K. Ng| B| am| eng| Biology
C19675| | 570.0338| | 0867| 以自己方式毀滅地球| A| Sun Effort Limited| Angryangry| B| am| chi| Liberal  Studies
C19679| | 570.0338| | 4480| 《公投制憲 香港維新》| W| 學普羅政治學苑| 黃毓民| B| am| chi| Liberal  Studies
C17830| | 570.0338| | 7529| 民主戲一場 - 香港文化與現實政治| A| 花千樹| 陳雲| B| am| chi| Liberal  Studies
C19451| | 570.107| | 8315| 語象詭譎 - 中國政情解碼| A| 香港大學新聞及傳媒研究中心| 錢鋼| B| am| chi| Liberal  Studies
C18018| | 570.338| | 3414| 合情合理 - 從個人良心到社會良知| A| 突破| 凌友詩| B| am| chi| Others
C18019| | 570.338| | 3414| 合情合理 - 從個人良心到社會良知| A| 突破| 凌友詩| B| am| chi| Others
C13033| | 570.7| | 0054| 無權力者的權力| A| 左岸文化| Vaclav Havel| B| am| chi| Others
C19898| | 570.942| | 7014| 政府是人民的主人還是僕人 ? - 探討政治的哲學之路| A| 大家| Blanche Robert 等| B| am| chi| Philosophy & Psychology
C19218| | 571| | 7132| 君王論| A| 新文化圖書| 馬基雅維里| B| am| chi| History
C21033| | 571| | 9205| 一個人值多少錢，誰是現代奴隸？| A| 麥田| 克莉絲汀.舒茲-萊斯(Christine Schulz-Reiss)| B| am| chi| 中文
C21262| | 571| | 9843| 暴政| W| 聯經| 提摩希.史奈德| B| am| chi| Liberal  Studies
C21244| | 571| | 9843| 暴政| W| 聯經| 提摩希.史奈德| B| am| chi| Liberal  Studies
C16308| | 571.15| | 7529| 民主的小故事與大道理| A| 上書局| 陳健民, 蔡子強| B| am| chi| Liberal  Studies
C19189| | 571.193| | 0748| 平凡的邪惡 : 艾希曼耶路撒冷大審記實| B| 玉山社| Hannah Arendt| B| am| chi| History
09450| | 571.5| | FRE| An Atlas of Histology| A| Heinemann| W. H. Freeman, Brian Bracegirdle| B| am| eng| Biology
C16100| | 571.6| | 2004| 德先生的路線圖 - 民主理論如何實踐| A| 商務| Carl Cohen| B| am| chi| Liberal  Studies
C17482| | 571.6| | 7210| 民主的細節: 美國當代政治觀察隨筆| A| 上海三聯書店| 劉瑜| B| am| chi| Others
08892| | 571.6| | JOH| Looking at Cells| A| Foreign Language Teaching and Research Press| Rebecca L. Johnson| B| am| eng| I. S.
10570| | 571.6| | THO| What Is the Controversy over Stem Cell Research ?| A| Raintree| Isabel Thomas| B| am| eng| I. S.
C19217| | 571.76| | 3019| 獨裁者的進化 - 收編、進化、假民主| A| 左岸文化事業| William J. Dobson| B| am| chi| Liberal  Studies
08883| | 571.8| | STE| Life Cycles| A| Foreign Language Teaching and Research Press| Catherine Stephens| B| am| eng| I. S.
C17194| | 571.9| | 3474| 權力論 : 如何成為制定遊戲規則的人| A| 智庫文化| Robert L. Dilenschneider| B| am| chi| History
C14524| | 572| | 9514| 洞穴奇案的十四種判決| A| 商務| Peter Suber| B| am| chi| Others
C06172| | 573| | 3411| 歷代政治制度要�逖 A| 中國文化| 沈任遠| B| am| chi| Others
C14467| | 573| | 4050| 中國官制史| A| 東方| 韋慶遠, 柏樺| B| am| chi| 中史
C21625| | 573| | 4697| 萬物生長| A| 新銳文創| 端工作室| B| am| chi| Liberal  Studies
C12866| | 573| | 5000| 中國歷代官制| A| 齊魯書社| | B| am| chi| Others
C20718| | 573| | 7263| 從六四到零八| W| 主流| 劉曉波| B| am| chi| Liberal  Studies
C17547| | 573| | 8090| 當代中國國情與政治制度| A| 三聯| 余非| B| am| chi| Liberal  Studies
C15011| | 573| | 8090| 當代中國國情與政治制度| A| 三聯| 余非| B| am| chi| Others
C19222| | 573.07| | 4040| 新‧臺灣的主張| W| 遠足| 李登輝| B| am| chi| Liberal  Studies
C19194| | 573.07| | 4192| 改變成真 : 柯文哲的城市進化論| A| 三采文化| 柯文哲| B| am| chi| Liberal  Studies
C19497| | 573.07| | 4480| 宦海沉沉楚天闊 : 昨日今日宋楚瑜| A| 亞太政治哲學文化| 楚門| B| am| chi| History
C22118| | 573.09| | 3295| 華盛頓在中國─製作「國父」| A| 三民|  潘光哲| B| am| chi| 
C20173| | 573.09| | 4499| 誰是中國人 : 透視臺灣人與香港人的身份認同| A| 時報| 林泉忠| B| am| chi| Liberal  Studies
TRC0034| | 573.1| | 8060| 中國政治制度史| A| 文化大學| 曾繁康| O| am| chi| Others
TRC0164| | 573.44| | 0742| 中國古代考試制度| W| 臺灣商務| 郭齊家| O| am| chi| Others
C14466| | 573.441| | 7210| 中國科舉史| A| 東方| 劉海峰, 李兵| B| am| chi| 中史
C12926| | 573.515| | 1010| 宦官錄 : 中國歷史上的宦官| A| 笙易| 王玉德, 何宗旺| B| am| chi| Others
C15407| | 573.515| | 3712| 斷尾求生 - 中國太監奇聞| A| 驛站| 鴻葉| B| am| chi| 中史
08856| | 573.8| | JER| Understanding the Brain| A| Foreign Language Teaching and Research Press| Kate Boehm Jerome| B| am| eng| Geography
C21683| | 574| | 1074| 香港政制發展歷程. 1843-2015| A| 中華| 王鳳超| B| am| chi| Liberal  Studies
C21781| | 574| | 4022| 3小時讀懂現代中國| A| 城邦文化| 李伐贊| B| am| chi| 中史
C20696| | 574| | 4439| 積極不干預 | A| 香港中文大學| 黃兆輝| B| am| chi| Liberal  Studies
C20577| | 574| | 4731| 香港弱化| A| 紅出版| 柳泳夏| B| am| chi| 中史
C21671| | 574| | 4732| 留下來.走出去| A| 天地| 葉劉淑儀| B| am| chi| 中文
C22032| | 574| | 8044| 假如我不是余若薇| A| | 余若薇| B| am| chi| 
C20581| | 574| | 8082| 管治香港| A| 明愛| 曾銳生| B| am| chi| 中史
C20714| | 574| | 8735| 香港身份證透視| A| 三聯| 鄭宏泰, 黃紹倫| B| am| chi| Liberal  Studies
08970| | 574| | ALE| A Level Biology MCQ with Helps ( Topical  )| A| Redspot| | B| am| eng| Biology
08969| | 574| | ALE| A Level 1000 Biology MCQ with Helps ( Topical )| A| Redspot| Editional Board| B| am| eng| Biology
08749| | 574| | ALE| A-Level Biology Topical  ( 1991 - 2003 )| A| Redspot| Editorial Board| B| am| eng| Biology
09667| | 574| | ARD| Bodies| A| Scholastic| Philip Ardagh| B| am| eng| Biology
03709| | 574| | BIO| Biological Science    1| B| C. U. P.| N. P. O. Green, G. W. Stout, D. J. Taylor| B| am| eng| Biology
05365| | 574| | BIO| Biological Science   2| B| C. U. P.| N. P. O. Green, G. W. Stout, D. J. Taylor| B| am| eng| Biology
09512| | 574| | BRI| Brighter Biology| A| Manhattan Press ( H. K. ) Ltd.| Johnny Chu, Liu Tak Him, Tse Chi Fu| B| am| eng| Biology
09536| | 574| | CHA| Biology for HKCEE ( With Answers )| A| Excellence| Chan Chi Ping| B| am| eng| Biology
05437| | 574| | CHA| Problems in Biology for HKAL| A| Goodman| Y. S. Chan| B| am| eng| Chemistry
09513| | 574| | CHA| Certificate Biology for Excellence Vol. 1| A| Excellence| Chan Chi Ping| B| am| eng| Biology
09509| | 574| | CHA| Certificate Biology for Excellence Vol. 2| A| Excellence| Chan Chi Ping| B| am| eng| Biology
06547| | 574| | CHA| HKCEE Biology Revision   1| A| Educational| H. W. Chan| B| am| eng| Chemistry
06685| | 574| | CHE| Quick Biology  Vol.  1| A| Vincent| K. W. Cheung| B| am| eng| Biology
09520| | 574| | CHE| A-Level Biology @ Your Fingertips| B| Redspot| Avril Chew| B| am| eng| Biology
08196| | 574| | CHI| Advanced Level Biology Revision Tests     Vol. 3| A| Macmillan| Simon Chiang| B| am| eng| Biology
08197| | 574| | CHI| Test Papers on Human Biology| A| Duncan Educational Press| Simon Chiang| B| am| eng| Biology
08116| | 574| | CHI| New Trend Biology Exam Practice     2| A| Macmillan| Simon Chiang| B| am| eng| Biology
08115| | 574| | CHI| New Trend Biology Exam Practice     1| A| Macmillan| Simon Chiang| B| am| eng| Biology
08199| | 574| | CHI| Advanced Level Biology Revision Tests      Vol. 2| A| Macmillan| Simon Chiang| B| am| eng| Biology
09535| | 574| | CHI| Multiple Choice Biology Vol. 1| A| Manhattan| Simon Chiang| B| am| eng| Biology
09525| | 574| | CHI| Multiple Choice Biology Vol. 2| A| Manhattan Press ( H. K. ) Ltd.| Simon Chiang| B| am| eng| Biology
09524| | 574| | CHI| Multiple Choice Biology Vol. 1| A| Manhattan Press ( H. K. ) Ltd.| Simon Chiang| B| am| eng| Biology
08198| | 574| | CHI| Advanced Level Biology Revision Tests      Vol. 1| A| Macmillan| Simon Chiang| B| am| eng| Biology
09169| | 574| | CLE| Advanced Biology : Principles & Applications| A| John Murray| C. J. Clegg, D. G. Mackean| B| am| eng| Biology
07241| | 574| | CLE| Advanced Biology Principles & Applications| A| John Murray| C. J. Clegg, D. G. Mackean| B| am| eng| Biology
08193| | 574| | CLE| Mammals : Structure & Function| A| John Murray| C. J. Clegg| B| am| eng| Biology
09534| | 574| | CLE| Introduction to Advanced Biology| A| John Murray| C. J. Clegg| B| am| eng| Biology
09531| | 574| | GAD| Human Biology for Hong Kong| A| Macmillan| Philip Gadd| B| am| eng| Biology
09413| | 574| | GCE| GCE O Level ( Pure ) Biology 1993 - 2006| A| Redspot| Editorial Board| B| am| eng| Biology
09414| | 574| | GCE| GCE O Level ( Pure ) Biology 1993 - 2006 Key.Points| A| Redspot| A. R. Sebastian| B| am| eng| Biology
05387| | 574| | HAW| Advanced Level Biology Practical| A| DP| Jane Hawkes, Fiona Eldridge| B| am| eng| Biology
08747| | 574| | HOH| Longman A-Level Course in Biology - Core Syllabus Vol. 1| A| Pearson Education South Asia Pte Ltd| Hoh Yin Kiong| B| am| eng| Biology
08695| | 574| | HOH| Longman A-Level Course in Biology Core Syllabus ( Vol. 1 )| A| Longman| Hoh Yin Kiong| B| am| eng| Biology
08694| | 574| | HOH| Longman A-Level Course in Biology| A| Longman| Hoh Yin Kiong| B| am| eng| Biology
10745| | 574| | HOW| How the Body Works| A| Popular| | B| am| eng| Biology
09449| | 574| | JON| Biology GCSE Edition| A| CUP| Geoff Jones, Mary Jones| B| am| eng| Biology
08692| | 574| | LEO| O-Level Classified Biology| A| Web| W. Leong| B| am| eng| Biology
08114| | 574| | LYN| Basic Biology for H. K. Certificate of Education Examination    2| A| Chiu Ming| Carole A. Lynch| B| am| eng| Biology
10912| | 574| | MAD| Biology| A| McGraw-Hill| Mader, Sylvia S.| B| am| eng| Biology
05488| | 574| | MAN| Biology    Part  1| A| Federal| Man Shek Hay| B| am| eng| Biology
11381| | 574| | MCM| The illustrated atlas of the human body| A| Popular| Mcmillan, Beverly| B| am| eng| Biology
08767| | 574| | NG| Biology  Exercise for HKCEE Book 2| A| | | B| am| eng| Biology
08967| | 574| | NG| Biology Multiple Choice for HKCEE| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
08769| | 574| | NG| Biology Exercise for HKCEE Book 2| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
08768| | 574| | NG| Biology Exercise for HKCEE Book 2| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
08766| | 574| | NG| Biology Exercise for HKCEE Book 2| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
08764| | 574| | NG| Biology Exercise for HKCEE Book 1| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
08763| | 574| | NG| Biology Exercise for HKCEE Book 1| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
08762| | 574| | NG| Biology Exercise for HKCEE Book 1| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
08761| | 574| | NG| Biology Exercise for HKCEE Book 1| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
09642| | 574| | NG| Complete Biology Notes for HKDSE ( Book 1A )| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
09647| | 574| | NG| Biology Multiple Choice for HKDSE  ( Book 1 )| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
09643| | 574| | NG| Biology Multiple Choice for HKDSE  ( Book 2 )| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
09970| | 574| | NG| Complete Biology Notes Book 1A| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
09523| | 574| | NG| Multiple Choice Biology| A| Male & Dale Press Ltd.| Y. K. Ng| B| am| eng| Biology
09944| | 574| | NG| Complete Biology Notes Book 1A| A| Takka Education Books Co.| S. W. Ng| B| am| eng| Biology
07679| | 574| | PAN| Conceptual Exercises in Biology     1| A| Pilot| Pang Hon Keung| B| am| eng| Biology
09452| | 574| | PIC| AS & A Level Biology through Diagrams| A| OUP| W. R. Pickering| B| am| eng| Biology
08968| | 574| | QUI| Quick Drill in Biology| A| Hong Kong Joint-Us Press Limited| Agnes Luo, H. L. Helen, K. Cheng, K. W. Ngai, Panther So| B| am| eng| Biology
09542| | 574| | SCH| Biology - The Study of Life| A| Allyn & Bacon| William D. Schraer, Herbert J. Stoltze| B| am| eng| Biology
08192| | 574| | SIU| Advanced Level Biology for Hong Kong Advanced / AS Level Examination Bk. 1| A| Ching Fung| K. Y. Siu| B| am| eng| Biology
